decision_id,policy_name,request_id,person_id,candidate_taxi_id,chosen,rank,heuristic_score,sim_time,pending_req_count,onboard_count,idle_taxi_count,active_taxi_count,avg_wait_time,max_wait_time,avg_occupancy,fleet_utilization,recent_demand_rate,req_waited_so_far,req_direct_travel_time,req_max_wait,req_wait_slack,req_has_assigned_taxi,cand_is_defer,cand_is_feasible,cand_pickup_index,cand_dropoff_index,cand_added_route_time,cand_pickup_eta_new,cand_dropoff_eta_new,cand_future_wait,cand_total_wait,cand_new_ride_time,cand_max_existing_delay,cand_avg_existing_delay,cand_max_pickup_delay,cand_new_wait_violation,cand_new_ride_violation,cand_exist_wait_viol_sum,cand_exist_wait_viol_max,cand_exist_ride_viol_sum,cand_exist_ride_viol_max,cand_result_stop_count,cand_taxi_remaining_route_time,cand_taxi_onboard_count,cand_taxi_remaining_capacity,cand_taxi_is_idle,cand_taxi_is_active
tick00001_d000001_req0,heuristic,0,0,t_0,1,1,-2.35,10.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,20.203011897367794,130.1015059486839,130.1015059486839,1,0.0,1,0.0,1.0,0.0,38.81678454203707,59.019796439404864,28.81678454203707,28.81678454203707,20.203011897367794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0,0
tick00001_d000001_req0,heuristic,0,0,t_1,0,2,-2.35,10.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,20.203011897367794,130.1015059486839,130.1015059486839,1,0.0,1,0.0,1.0,0.0,36.13287349268326,56.335885390051054,26.13287349268326,26.13287349268326,20.203011897367794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,1,0
tick00001_d000001_req0,heuristic,0,0,,0,3,-1000000000.0,10.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,20.203011897367794,130.1015059486839,130.1015059486839,1,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tick00003_d000002_req1,heuristic,1,1,t_0,0,4,-8.1,30.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.03333333333333333,0.0,44.04479876420866,142.02239938210434,142.02239938210434,1,0.0,1,1.0,2.0,85.77147611389162,77.37623614449618,121.42103490870483,47.376236144496175,47.376236144496175,44.04479876420865,85.77147611389162,42.88573805694581,39.532313540287205,0.0,0.0,0.0,0.0,65.56846421652384,65.56846421652384,4.0,0.0,0.0,10.0,0,1
tick00003_d000002_req1,heuristic,1,1,t_0,0,3,-7.25,30.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.03333333333333333,0.0,44.04479876420866,142.02239938210434,142.02239938210434,1,0.0,1,1.0,3.0,15.174747999857729,77.37623614449618,121.43543375679698,47.376236144496175,47.376236144496175,44.05919761230081,15.174747999857729,7.5873739999288645,39.532313540287205,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0,1
tick00003_d000002_req1,heuristic,1,1,t_0,0,2,0.4492902823606215,30.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.03333333333333333,0.0,44.04479876420866,142.02239938210434,142.02239938210434,1,0.0,1,2.0,3.0,0.0,92.96194206087364,137.0067408250823,62.96194206087364,62.96194206087364,44.04479876420865,0.0,0.0,39.532313540287205,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0,1
tick00003_d000002_req1,heuristic,1,1,t_1,1,1,0.5961018153515537,30.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.03333333333333333,0.0,44.04479876420866,142.02239938210434,142.02239938210434,1,0.0,1,0.0,1.0,0.0,74.0688961885909,118.11369495279956,44.0688961885909,44.0688961885909,44.044798764208664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0,0
tick00003_d000002_req1,heuristic,1,1,,0,5,-1000000000.0,30.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.03333333333333333,0.0,44.04479876420866,142.02239938210434,142.02239938210434,1,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tick00024_d000003_req2,heuristic,2,2,t_0,0,2,1.158450045181547,240.0,1.0,1.0,1.0,1.0,0.0,0.0,0.05,0.5,0.016666666666666666,0.0,26.862494470661527,133.43124723533077,133.43124723533077,1,0.0,1,0.0,1.0,0.0,263.3866064210558,290.2491008917173,23.386606421055774,23.386606421055774,26.862494470661545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,1,0
tick00024_d000003_req2,heuristic,2,2,t_1,0,3,-2.231848483596933,240.0,1.0,1.0,1.0,1.0,0.0,0.0,0.05,0.5,0.016666666666666666,0.0,26.862494470661527,133.43124723533077,133.43124723533077,1,0.0,1,0.0,1.0,89.34916047988708,281.8162993543964,308.67879382505794,41.81629935439639,41.81629935439639,26.862494470661545,89.34916047988708,89.34916047988708,0.0,0.0,0.0,0.0,0.0,161.25956295146977,161.25956295146977,3.0,0.0,1.0,9.0,0,1
